City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
224,Kassala,SD,15.451,36.4,77.83,74,95,4.52,overcast clouds
225,Aitape,PG,-3.1374,142.3475,83.52,70,94,2.91,overcast clouds
226,Orsk,RU,51.2049,58.5668,68.9,45,0,8.95,clear sky
227,Kargasok,RU,59.0556,80.8572,54.48,82,46,16.37,scattered clouds
228,Bulgan,MN,48.8125,103.5347,49.08,85,85,5.82,light rain
229,Vila Velha,BR,-20.3297,-40.2925,73.35,91,20,10.0,few clouds
230,Pontes E Lacerda,BR,-15.2261,-59.3353,83.41,32,81,4.21,broken clouds
231,Sobolevo,RU,54.4299,31.8996,61.56,65,88,3.76,overcast clouds
232,Port Lincoln,AU,-34.7333,135.8667,54.0,67,51,20.71,light rain
233,Biak,ID,-0.9131,122.8766,78.4,80,91,5.68,overcast clouds
234,Quelimane,MZ,-17.8786,36.8883,71.55,94,0,4.61,clear sky
235,Pajan,EC,-1.5667,-80.4167,74.17,74,99,5.28,overcast clouds
236,Kemin,KG,42.7846,75.6892,60.91,32,67,1.21,broken clouds
237,Kisangani,CD,0.5167,25.2,70.5,98,100,1.57,overcast clouds
238,Mporokoso,ZM,-9.3727,30.125,64.9,37,50,6.78,scattered clouds
239,Todos Santos,MX,23.45,-110.2167,80.65,84,71,7.7,broken clouds
240,Konza,KE,-1.7426,37.1294,55.62,88,63,4.21,broken clouds
241,Baherden,TM,38.4362,57.4316,75.24,19,0,0.76,clear sky
242,Mananjary,MG,-21.2167,48.3333,63.28,91,59,3.2,broken clouds
243,Boyuibe,BO,-20.4167,-63.2833,55.29,31,100,13.6,overcast clouds
244,Urengoy,RU,65.9667,78.3667,32.43,94,18,8.25,few clouds
245,Zhangjiakou,CN,40.81,114.8794,56.53,87,66,1.83,broken clouds
246,Shenkursk,RU,62.1091,42.896,60.71,81,54,4.36,broken clouds
247,Acarau,BR,-2.8856,-40.12,77.92,80,33,16.15,scattered clouds
248,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.02,87,46,8.59,scattered clouds
249,Talnakh,RU,69.4865,88.3972,31.21,93,40,11.23,scattered clouds
250,Tonantins,BR,-2.8731,-67.8022,71.94,99,97,4.79,overcast clouds
251,Gayeri,BF,12.6497,0.4931,73.18,90,98,6.11,overcast clouds
252,Sinnamary,GF,5.3833,-52.95,78.91,84,88,10.96,overcast clouds
253,Natitingou,BJ,10.3042,1.3796,70.3,96,89,3.87,light rain
254,Vardo,NO,70.3705,31.1107,48.18,93,75,11.5,broken clouds
255,Faanui,PF,-16.4833,-151.75,77.81,73,14,8.59,few clouds
256,Mugan,CN,35.9404,101.3842,51.21,95,100,3.15,overcast clouds
257,Caorle,IT,45.5966,12.8758,72.41,83,85,7.45,overcast clouds
258,Yulara,AU,-25.2406,130.9889,60.53,48,0,16.93,clear sky
259,Kennesaw,US,34.0234,-84.6155,87.39,66,0,11.5,clear sky
260,Arlit,NE,18.7369,7.3853,83.17,49,100,5.88,overcast clouds
261,Sao Filipe,CV,14.8961,-24.4956,77.16,82,46,12.48,scattered clouds
262,Shiyan,CN,32.6475,110.7781,68.27,89,100,1.23,overcast clouds
263,Tautira,PF,-17.7333,-149.15,77.45,74,12,7.96,few clouds
264,Alta Floresta,BR,-9.8756,-56.0861,83.12,27,42,4.21,scattered clouds
265,Makushino,RU,55.2103,67.2442,55.71,51,7,8.03,clear sky
266,Ostrovnoy,RU,68.0531,39.5131,50.13,83,22,10.09,few clouds
267,Port Blair,IN,11.6667,92.75,78.84,89,40,2.3,mist
268,Viransehir,TR,37.2353,39.7631,82.65,17,0,6.78,clear sky
269,Pangnirtung,CA,66.1451,-65.7125,41.45,82,74,2.95,broken clouds
270,Shirokiy,RU,49.758,129.523,59.79,90,100,8.3,overcast clouds
271,Tondano,ID,1.3038,124.9112,66.29,74,89,1.79,overcast clouds
272,Datong,CN,40.0936,113.2914,57.83,80,47,4.85,scattered clouds
273,Maple Creek,CA,49.9168,-109.4848,69.85,30,23,16.11,few clouds
274,Erzin,TR,36.9559,36.2,78.73,29,0,2.57,clear sky
275,Dunedin,NZ,-45.8742,170.5036,50.81,71,15,4.0,few clouds
276,Diamantino,BR,-14.4086,-56.4461,87.55,26,45,6.42,scattered clouds
277,Khatanga,RU,71.9667,102.5,37.17,77,83,7.02,broken clouds
278,Tateyama,JP,34.9833,139.8667,78.1,76,60,16.2,broken clouds
279,Pacific Grove,US,36.6177,-121.9166,72.39,73,0,14.97,clear sky
280,Rabak,SD,13.1809,32.74,75.49,73,100,7.7,overcast clouds
281,Surt,LY,31.2089,16.5887,79.83,76,0,7.27,clear sky
282,Teahupoo,PF,-17.8333,-149.2667,76.96,74,14,8.57,few clouds
283,Luau,AO,-10.7073,22.2247,70.14,43,62,3.56,broken clouds
284,Muros,ES,42.7762,-9.0603,65.68,91,39,1.45,scattered clouds
285,Tucumcari,US,35.1717,-103.725,93.04,22,0,0.0,clear sky
286,Vao,NC,-22.6667,167.4833,68.95,69,96,22.06,overcast clouds
287,Rutana,BI,-3.8667,30.1,64.4,56,90,2.59,overcast clouds
288,Predivinsk,RU,57.0669,93.4378,50.56,96,100,12.24,light rain
289,Iskateley,RU,67.6803,53.1512,52.65,97,98,2.26,moderate rain
290,Pryamitsyno,RU,51.6561,35.9314,63.14,91,83,3.51,light rain
291,Am Timan,TD,11.0297,20.2827,69.57,97,84,8.63,moderate rain
292,Khandagayty,RU,50.7333,92.05,45.9,54,61,5.01,broken clouds
293,Alofi,NU,-19.0595,-169.9187,80.49,65,39,13.8,scattered clouds
294,Kalaleh,IR,37.3807,55.4916,72.27,46,0,3.67,clear sky
295,Paamiut,GL,61.994,-49.6678,42.46,77,100,11.83,overcast clouds
296,Margate,GB,51.3813,1.3862,64.69,77,100,5.01,overcast clouds
297,Teya,RU,60.3778,92.6267,46.96,98,100,8.7,moderate rain
298,Kommunisticheskiy,RU,61.6789,64.4819,57.2,95,13,6.49,few clouds
299,Buluang,PH,13.3068,123.3425,83.25,78,85,1.43,overcast clouds
300,Balikpapan,ID,-1.2675,116.8289,76.19,100,20,4.61,few clouds
301,Morros,BR,-9.4467,-46.3003,76.73,27,18,3.42,few clouds
302,Akdepe,TM,42.0551,59.3788,68.09,34,0,8.72,clear sky
303,Kavaratti,IN,10.5669,72.642,80.62,79,66,21.7,broken clouds
304,Kahului,US,20.8947,-156.47,89.62,52,20,19.57,few clouds
305,Ojuelos De Jalisco,MX,21.8667,-101.5833,66.54,64,90,4.18,overcast clouds
306,Tougue,GN,11.4667,-11.6,66.33,97,100,9.53,light rain
307,Rosamorada,MX,22.1222,-105.2058,81.64,88,100,2.98,overcast clouds
308,Chicama,PE,-7.8447,-79.1469,59.54,80,11,7.45,few clouds
309,Haysyn,UA,48.8114,29.3898,65.89,37,0,1.16,clear sky
310,Norman Wells,CA,65.282,-126.8329,68.04,60,75,10.36,broken clouds
311,Najran,SA,17.4924,44.1277,81.25,35,83,2.91,broken clouds
312,Jasper,US,37.2001,-94.3502,91.45,55,40,16.11,scattered clouds
313,Lavrentiya,RU,65.5833,-171.0,46.18,72,15,5.66,few clouds
314,Lompoc,US,34.6391,-120.4579,83.01,64,0,13.8,clear sky
315,Horni Becva,CZ,49.4322,18.2886,65.48,98,100,3.29,overcast clouds
316,Malindi,KE,-3.2175,40.1191,73.92,79,0,13.02,clear sky
317,Lagos,NG,6.5833,3.75,75.52,90,87,3.15,overcast clouds
318,Camopi,GF,3.1655,-52.3158,72.68,92,81,1.88,broken clouds
319,Chiredzi,ZW,-21.05,31.6667,62.08,59,5,3.06,clear sky
320,Ballina,AU,-28.8667,153.5667,63.01,99,97,7.7,overcast clouds
321,Anqing,CN,30.5092,117.0506,78.82,91,96,6.29,light rain
322,Port Hardy,CA,50.6996,-127.4199,60.98,94,100,3.44,light rain
323,Luganville,VU,-15.5333,167.1667,78.3,85,87,14.9,overcast clouds
324,Broken Hill,AU,-31.95,141.4333,71.42,43,0,18.05,clear sky
325,Karratha,AU,-20.7377,116.8463,67.86,31,0,19.1,clear sky
326,Aragats,AM,40.4889,44.3528,63.97,39,0,1.59,clear sky
327,Dzerzhinskoye,RU,56.8344,95.2283,48.94,93,100,14.27,light rain
328,Katsuura,JP,35.1333,140.3,75.16,73,80,18.84,broken clouds
329,Naze,JP,28.3667,129.4833,81.52,78,99,5.88,moderate rain
330,Narrabri,AU,-30.3167,149.7833,63.52,55,84,17.27,light rain
331,Amatitan,MX,20.8333,-103.7167,76.33,81,85,4.03,overcast clouds
332,Vuktyl,RU,63.8567,57.3094,53.73,89,91,4.34,overcast clouds
333,Bantigue,PH,10.9899,124.6225,83.86,76,91,1.1,overcast clouds
334,Amapa,BR,1.0,-52.0,73.65,86,71,1.59,broken clouds
335,Mangalia,RO,43.8,28.5833,77.52,69,0,7.38,clear sky
336,Kaputa,ZM,-8.4689,29.6619,72.3,50,44,4.29,scattered clouds
337,Popondetta,PG,-8.7537,148.2534,86.9,54,72,3.47,broken clouds
338,Ponta Delgada,PT,37.7333,-25.6667,72.5,78,40,8.05,scattered clouds
339,Oktyabrskoye,RU,43.0645,44.7417,64.54,88,0,4.47,clear sky
340,Biga,TR,40.2281,27.2422,72.05,76,0,1.81,clear sky
341,Twentynine Palms,US,34.1356,-116.0542,101.14,28,0,1.01,clear sky
342,Buraydah,SA,26.326,43.975,88.25,14,1,6.31,clear sky
343,Eyrarbakki,IS,63.863,-21.1481,53.65,79,100,14.05,overcast clouds
344,Tygda,RU,53.1167,126.3333,61.72,73,80,5.48,broken clouds
345,Caravelas,BR,-17.7125,-39.2481,71.01,84,0,7.07,clear sky
346,Shache,CN,38.4167,77.2406,62.31,65,99,3.8,overcast clouds
347,Sanmenxia,CN,34.7747,111.1814,62.47,93,100,3.22,overcast clouds
348,Asfi,MA,32.2994,-9.2372,68.56,84,0,8.63,clear sky
349,Great Yarmouth,GB,52.6083,1.7305,62.94,77,100,10.45,overcast clouds
350,Laguna,US,38.421,-121.4238,98.35,28,0,11.5,clear sky
351,Boguchar,RU,49.9358,40.545,78.24,27,91,13.85,overcast clouds
352,Acapulco,MX,16.8634,-99.8901,82.27,77,73,2.26,broken clouds
353,Langsa,ID,4.4683,97.9683,73.83,96,94,2.42,overcast clouds
354,Fort Nelson,CA,58.8053,-122.7002,69.39,37,40,3.44,scattered clouds
355,Vanavara,RU,60.34,102.2797,41.74,92,95,10.69,overcast clouds
356,Izhma,RU,65.0083,53.9113,58.96,77,90,5.57,overcast clouds
357,Semey,KZ,50.4111,80.2275,46.62,66,0,8.95,clear sky
358,Qasigiannguit,GL,68.8193,-51.1922,33.53,72,3,5.44,clear sky
359,Lima,PE,-12.0432,-77.0282,60.91,82,100,10.36,overcast clouds
360,Kushiro,JP,42.975,144.3747,67.15,77,40,2.3,scattered clouds
361,Jiaozuo,CN,35.2397,113.2331,64.56,86,100,1.59,overcast clouds
362,Esperance,AU,-33.8667,121.9,52.41,64,90,4.79,overcast clouds
363,Storforshei,NO,66.4043,14.5233,48.65,93,100,4.61,overcast clouds
364,Farmington,US,36.7281,-108.2187,90.28,20,0,14.97,clear sky
365,Santa Fe,AR,-31.6333,-60.7,51.03,42,0,1.01,light rain
366,Praya,CV,14.9215,-23.5087,77.54,83,75,14.97,broken clouds
367,Kiunga,PG,-6.1219,141.2906,77.94,90,95,1.57,overcast clouds
368,High Level,CA,58.5169,-117.136,71.71,40,75,6.91,broken clouds
369,Ukiah,US,39.1502,-123.2078,94.37,34,0,13.8,clear sky
370,Grammenitsa,GR,39.1831,20.9806,70.59,84,17,3.24,few clouds
371,Hamilton,US,39.1834,-84.5333,88.65,56,0,14.97,clear sky
372,Bataipora,BR,-22.2953,-53.2711,68.95,78,86,11.21,overcast clouds
373,Nouadhibou,MR,20.931,-17.0347,73.38,73,0,19.57,clear sky
374,Padang,ID,-0.9492,100.3543,73.45,90,99,2.13,light rain
375,Bati,ET,11.1833,40.0167,63.68,76,12,6.82,moderate rain
376,Olafsvik,IS,64.8945,-23.7142,52.39,83,100,15.32,overcast clouds
377,San Juan,AR,-31.5375,-68.5364,58.51,19,0,4.29,clear sky
378,Bandarbeyla,SO,9.4942,50.8122,75.22,77,39,21.0,scattered clouds
379,Haines Junction,CA,60.7522,-137.5108,60.75,48,88,4.61,overcast clouds
380,Felipe Carrillo Puerto,MX,19.5833,-88.05,82.51,73,44,5.48,scattered clouds
381,Westport,US,41.1415,-73.3579,76.33,83,0,10.36,clear sky
382,Hambantota,LK,6.1241,81.1185,77.97,81,96,16.49,overcast clouds
383,Carnot,CF,4.9409,15.8665,67.23,97,99,2.95,overcast clouds
384,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,78,40,10.63,scattered clouds
385,Gravelbourg,CA,49.8834,-106.5512,64.67,45,71,17.2,broken clouds
386,Yashan,CN,22.1975,109.9419,81.03,87,99,1.57,overcast clouds
387,Biryusinsk,RU,55.9634,97.8235,46.0,93,100,14.79,light rain
388,Micheweni,TZ,-4.9667,39.8333,72.68,81,3,9.06,clear sky
389,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,41.63,68,30,7.45,scattered clouds
390,Basoko,CD,1.2391,23.616,71.2,93,100,0.92,light rain
391,Central Point,US,42.376,-122.9164,93.99,29,0,6.91,clear sky
392,Aripuana,BR,-9.1667,-60.6333,74.19,82,78,2.17,broken clouds
393,Port Hedland,AU,-20.3167,118.5667,62.65,45,0,6.91,clear sky
394,Svetlyy,RU,54.675,20.1347,69.96,91,86,9.04,overcast clouds
395,Sabang,ID,5.8933,95.3214,81.27,72,41,13.18,scattered clouds
396,Toktogul,KG,41.8708,72.9402,63.66,51,36,2.19,scattered clouds
397,Garowe,SO,8.4054,48.4845,72.01,71,100,24.74,overcast clouds
398,Hay River,CA,60.8156,-115.7999,64.38,72,40,5.75,scattered clouds
399,Korla,CN,41.7597,86.1469,69.19,38,30,1.63,scattered clouds
400,Gazojak,TM,41.1875,61.4036,75.4,20,0,8.99,clear sky
401,Jiwani,PK,25.05,61.7417,79.72,84,3,7.43,clear sky
402,Bethanien,NA,-26.502,17.1583,46.18,57,0,1.86,clear sky
403,Birao,CF,10.2849,22.7882,68.45,98,37,4.18,scattered clouds
404,Santa Cruz,BO,-17.8,-63.1667,73.45,33,76,19.57,smoke
405,Hendek,TR,40.7994,30.7481,68.31,78,0,2.95,clear sky
406,Chapais,CA,49.7834,-74.8492,69.58,59,100,7.34,overcast clouds
407,Adrano,IT,37.6618,14.8348,72.19,83,78,3.11,broken clouds
408,Belle Glade,US,26.6845,-80.6676,83.01,96,91,2.37,overcast clouds
409,Ishigaki,JP,24.3448,124.1572,84.33,94,40,3.44,scattered clouds
410,Killybegs,IE,54.6333,-8.45,60.24,87,100,5.17,overcast clouds
411,Marawi,PH,7.9986,124.2928,75.07,82,47,1.32,scattered clouds
412,Pangody,RU,65.85,74.4859,34.14,84,10,6.08,clear sky
413,La Romana,DO,18.4273,-68.9728,80.96,94,75,0.0,broken clouds
414,Verkhnyaya Inta,RU,65.9811,60.3094,52.86,95,65,10.71,broken clouds
415,Baturaja,ID,-4.1333,104.1667,73.29,97,100,1.66,overcast clouds
416,Vitim,RU,59.4511,112.5578,43.65,95,100,11.23,light rain
417,Aykhal,RU,66.0,111.5,36.97,97,100,19.39,overcast clouds
418,Takoradi,GH,4.8845,-1.7554,75.11,81,66,8.68,broken clouds
419,Kabanjahe,ID,3.1001,98.4908,63.12,97,100,2.26,overcast clouds
420,Iralaya,HN,15.0,-83.2333,81.32,80,100,6.96,overcast clouds
421,Tambura,SS,5.6,27.4667,66.42,96,100,2.04,overcast clouds
422,Huanan,CN,46.2167,130.5167,66.04,70,100,4.36,moderate rain
423,Sechura,PE,-5.5569,-80.8222,65.28,72,27,15.77,scattered clouds
424,Eagle Pass,US,28.7091,-100.4995,95.85,46,28,11.43,scattered clouds
425,Whitehorse,CA,60.7161,-135.0538,67.01,40,75,8.05,broken clouds
426,Hirado,JP,33.3597,129.5531,84.38,62,86,4.07,overcast clouds
427,Aksarka,RU,66.5606,67.7975,35.37,82,24,1.99,few clouds
428,Masterton,NZ,-40.9597,175.6575,54.88,74,98,5.17,overcast clouds
429,Kathu,TH,7.9178,98.3332,85.75,86,100,5.79,overcast clouds
430,Talcahuano,CL,-36.7167,-73.1167,55.08,67,0,6.91,clear sky
431,Tecalitlan,MX,19.4667,-103.3,72.41,88,54,4.59,broken clouds
432,Skala Fourkas,GR,39.9998,23.3841,74.53,67,73,3.13,broken clouds
433,Necochea,AR,-38.5473,-58.7368,40.62,58,1,4.81,clear sky
434,Atambua,ID,-9.1061,124.8925,78.24,60,48,2.48,scattered clouds
435,Akyab,MM,20.15,92.9,78.62,88,72,4.34,broken clouds
436,Tilichiki,RU,60.4667,166.1,49.95,96,100,3.18,light rain
437,Sawtell,AU,-30.3833,153.1,63.19,88,75,8.05,haze
438,Asyut,EG,27.181,31.1837,84.38,49,0,14.41,clear sky
439,Puerto Escondido,MX,15.85,-97.0667,81.91,81,84,3.22,broken clouds
440,Igarka,RU,67.4667,86.5833,32.45,88,83,14.05,broken clouds
441,Verkhnevilyuysk,RU,63.4453,120.3167,48.79,82,99,7.45,overcast clouds
442,Kamaishi,JP,39.2667,141.8833,70.59,64,21,4.43,few clouds
443,Santa Comba,ES,43.0331,-8.8093,60.39,72,55,0.51,broken clouds
444,Baracoa,CU,20.3467,-74.4958,81.23,83,100,7.36,overcast clouds
445,Ibra,OM,22.6906,58.5334,77.43,64,8,4.76,clear sky
446,Camana,PE,-16.6228,-72.7111,62.2,80,100,7.11,overcast clouds
447,Kilindoni,TZ,-7.9139,39.6668,73.74,74,2,8.46,clear sky
448,Bonavista,CA,48.6499,-53.1147,62.76,78,9,17.81,clear sky
449,Saint Simons,US,31.1352,-81.3901,81.05,83,40,4.61,scattered clouds
450,Zaragoza,ES,41.6561,-0.8773,79.25,58,0,12.66,clear sky
451,Coro,VE,11.4045,-69.6734,81.57,82,98,15.9,overcast clouds
452,Sisimiut,GL,66.9395,-53.6735,45.55,66,18,10.58,few clouds
453,Bodden Town,KY,19.2833,-81.25,88.0,72,20,8.05,few clouds
454,Mitu,CO,1.1983,-70.1733,72.66,98,100,1.45,overcast clouds
455,Odweyne,SO,9.4092,45.064,74.28,52,38,11.61,scattered clouds
456,Beroroha,MG,-21.6667,45.1667,63.5,54,45,0.96,scattered clouds
457,Verkhnyaya Toyma,RU,62.2349,44.9985,59.49,82,26,3.06,scattered clouds
458,Kangaatsiaq,GL,68.3065,-53.4641,40.82,86,6,14.38,clear sky
459,San Marino,SM,43.9333,12.4167,72.82,71,100,2.3,overcast clouds
460,Puerto Quijarro,BO,-17.7833,-57.7667,88.25,32,99,10.25,overcast clouds
461,Malartic,CA,48.1335,-78.1328,73.51,64,100,5.06,overcast clouds
462,Oranjemund,NA,-28.55,16.4333,51.44,82,0,13.44,clear sky
463,Namatanai,PG,-3.6667,152.4333,84.92,66,96,11.83,overcast clouds
464,Jacmel,HT,18.2342,-72.5347,80.24,82,80,7.45,broken clouds
465,Malanje,AO,-9.5402,16.341,66.43,71,53,6.38,broken clouds
466,Touros,BR,-5.1989,-35.4608,75.6,82,15,15.86,few clouds
467,Rocha,UY,-34.4833,-54.3333,40.12,71,14,6.29,few clouds
468,Manokwari,ID,-0.8667,134.0833,81.28,75,100,9.33,overcast clouds
469,Aswan,EG,24.0934,32.907,92.5,22,0,6.91,clear sky
470,La Asuncion,VE,11.0333,-63.8628,85.73,66,3,12.66,clear sky
471,Chlorakas,CY,34.8042,32.4083,74.28,64,0,5.75,clear sky
472,Oksfjord,NO,70.2396,22.3479,50.07,95,100,6.53,light rain
473,Shaunavon,CA,49.6501,-108.4181,67.78,31,22,20.42,few clouds
474,Yaritagua,VE,10.08,-69.1261,79.86,86,100,3.6,overcast clouds
475,Avera,US,33.194,-82.5271,85.55,62,70,6.29,broken clouds
476,Tiznit,MA,29.5833,-9.5,69.51,69,18,1.52,few clouds
477,Nishihara,JP,26.1842,127.7558,87.85,74,40,4.61,scattered clouds
478,Mount Isa,AU,-20.7333,139.5,78.57,61,75,11.5,broken clouds
479,Flinders,AU,-34.5833,150.8552,67.05,75,30,9.89,light rain
480,Dzilam Gonzalez,MX,21.2833,-88.9333,83.01,77,50,8.01,scattered clouds
481,Launceston,AU,-41.45,147.1667,57.15,82,40,5.75,scattered clouds
482,Villazon,BO,-22.0866,-65.5942,42.39,74,100,13.06,overcast clouds
483,San Quintin,MX,30.4833,-115.95,71.96,74,4,15.01,clear sky
484,Stokmarknes,NO,68.5646,14.9108,48.18,93,100,6.91,overcast clouds
485,Saint Anthony,US,45.0205,-93.218,82.13,75,31,13.04,scattered clouds
486,Ibipeba,BR,-11.6408,-42.0111,69.58,47,0,5.93,clear sky
487,Cayenne,GF,4.9333,-52.3333,80.64,78,0,6.91,clear sky
488,Khandyga,RU,62.6667,135.6,57.99,69,93,0.51,overcast clouds
489,Kormilovka,RU,55.0026,74.1028,51.91,65,4,8.21,clear sky
490,Kropotkin,RU,45.4375,40.5756,72.19,68,78,5.64,broken clouds
491,Buncrana,IE,55.1333,-7.45,58.23,82,100,3.4,overcast clouds
492,Vilaka,LV,57.1846,27.6722,62.13,64,79,3.06,broken clouds
493,Fare,PF,-16.7,-151.0167,77.95,71,4,7.83,clear sky
494,Pilar,BR,-9.5972,-35.9567,73.33,93,30,2.8,scattered clouds
495,Xihe,CN,31.6864,113.4659,67.82,79,99,8.1,overcast clouds
496,Dongtai,CN,32.8523,120.3095,78.78,68,99,9.04,light rain
497,Mopipi,BW,-21.1833,24.8833,66.79,27,0,12.08,clear sky
498,Sola,VU,-13.8833,167.55,79.25,78,54,19.91,broken clouds
499,Pavlovskiy,RU,57.8424,54.8436,63.23,73,78,5.28,broken clouds
500,Jalu,LY,29.0331,21.5482,81.28,57,0,11.25,clear sky
501,Dinghai,CN,26.2847,119.7936,81.52,82,35,8.03,scattered clouds
502,Jinchang,CN,38.4953,102.1739,61.2,63,100,3.09,overcast clouds
503,Kesztolc,HU,47.7127,18.8018,70.18,96,41,4.74,scattered clouds
504,Pedasi,PA,7.5333,-80.0333,77.07,85,100,17.4,overcast clouds
505,Lugo,ES,43.0,-7.5,63.91,96,4,1.28,clear sky
506,Radlje Ob Dravi,SI,46.6142,15.2264,64.94,97,84,1.14,broken clouds
507,Auki,SB,-8.7676,160.7034,84.96,63,7,4.88,clear sky
508,Bukama,CD,-9.2,25.85,73.71,41,22,1.05,few clouds
509,Awbari,LY,26.5921,12.7805,84.52,24,0,10.25,clear sky
510,Skibbereen,IE,51.55,-9.2667,59.81,93,85,11.52,overcast clouds
511,La Massana,AD,42.5667,1.4833,60.08,89,53,1.23,broken clouds
512,Osterhofen,DE,48.7,13.0167,64.71,85,23,1.86,few clouds
513,Palkonda,IN,18.6,83.75,77.85,94,52,1.19,broken clouds
514,Sivas,TR,39.7916,37.0019,62.62,89,0,2.59,clear sky
515,Manjacaze,MZ,-24.7117,33.8828,63.05,87,0,7.2,clear sky
516,Chuguyevka,RU,44.1653,133.8633,65.16,61,100,2.3,overcast clouds
517,Balaipungut,ID,1.05,101.2833,74.28,97,100,1.52,light rain
518,Paraiso,CR,9.8383,-83.8656,66.42,97,100,1.21,overcast clouds
519,Salalah,OM,17.0151,54.0924,75.88,88,92,5.91,overcast clouds
520,Davila,PH,18.4726,120.5763,78.78,76,92,1.1,overcast clouds
521,Sloboda,RU,51.1421,40.3021,79.25,24,83,13.82,broken clouds
522,Paralimni,CY,35.0375,33.9833,77.49,86,0,5.01,clear sky
523,Chhabra,IN,24.6667,76.8333,75.74,85,78,4.99,broken clouds
524,Nelson Bay,AU,-32.7167,152.15,69.1,82,14,11.99,few clouds
525,Tacuarembo,UY,-31.7333,-55.9833,40.64,74,5,6.44,clear sky
526,Concord,US,37.978,-122.0311,89.11,51,0,13.8,clear sky
527,Kuusamo,FI,65.9667,29.1833,46.44,93,0,1.14,clear sky
528,Yinchuan,CN,38.4681,106.2731,65.3,58,97,6.64,overcast clouds
529,Singleton,AU,-32.5667,151.1833,62.98,89,43,1.01,light rain
530,Dunda,TZ,-8.1167,34.25,60.12,71,22,1.16,few clouds
531,Lazaro Cardenas,MX,17.9583,-102.2,83.71,70,80,5.48,broken clouds
532,Shuyskoye,RU,59.3736,41.0305,63.68,66,86,3.0,overcast clouds
533,Soverato,IT,38.685,16.5499,76.15,75,23,6.73,few clouds
534,Zambezi,ZM,-13.5432,23.1047,62.17,35,11,5.1,few clouds
535,Belmonte,BR,-15.8631,-38.8828,71.13,82,17,6.98,few clouds
536,Orlovskiy,RU,46.8714,42.0592,75.61,36,88,16.26,overcast clouds
537,Wanxian,CN,30.8039,108.3897,78.21,89,100,7.14,overcast clouds
538,Asau,RO,46.4333,26.4,61.72,51,4,5.01,light rain
539,Ayacucho,PE,-13.1583,-74.2239,66.06,26,20,9.22,few clouds
540,Varhaug,NO,58.6147,5.6457,54.48,85,17,13.4,few clouds
